../jeu_200_75_5.txt_5_best	../jeu_200_75_5.txt_5_current	
0	 -308.4	 -308.4
1	 -215.88	 -223.4
2	 -198.128	 -279.4
3	 -176.677	 -252
4	 -172.741	 -205.6
5	 -152.793	 -212.2
6	 -148.035	 -254.4
7	 -134.414	 -160.8
8	 -127.131	 -199.6
9	 -127.131	 -245.6
10	 -127.131	 -252
11	 -127.131	 -301.2
12	 -124.505	 -213.4
13	 -124.404	 -193.2
14	 -118.723	 -211.8
15	 -118.723	 -242.8
16	 -118.723	 -215
17	 -109.978	 -247
18	 -109.978	 -228
19	 -109.978	 -286.4
20	 -109.978	 -220.8
21	 -109.978	 -279.4
22	 -109.978	 -274.6
23	 -109.978	 -277.4
24	 -108.383	 -156.8
25	 -108.383	 -253.4
26	 -99.3062	 -293
27	 -99.3062	 -211.4
28	 -99.3062	 -270.8
29	 -99.3062	 -208
30	 -91.645	 -155.8
31	 -91.645	 -316.4
32	 -91.645	 -228.6
33	 -77.316	 -218.6
34	 -77.316	 -208.2
35	 -77.316	 -251.4
36	 -77.316	 -154
37	 -77.316	 -290
38	 -76.0528	 -264
39	 -76.0528	 -197.8
40	 -76.0528	 -199.6
41	 -76.0528	 -274.2
42	 -76.0528	 -315.8
43	 -76.0528	 -198
44	 -76.0528	 -281.8
45	 -76.0528	 -183.6
46	 -76.0528	 -289.4
47	 -76.0528	 -184
48	 -76.0528	 -264.8
49	 -70.6422	 -295.2
50	 -70.6422	 -196
51	 -70.6422	 -206.6
52	 -70.6422	 -182.4
53	 -66.1138	 -202.4
54	 -66.1138	 -225.4
55	 -66.1138	 -195.6
56	 -66.1138	 -289.4
57	 -66.1138	 -216.4
58	 -66.1138	 -362.8
59	 -66.1138	 -260
60	 -65.691	 -183.2
61	 -65.691	 -206.2
62	 -65.691	 -214.4
63	 -65.691	 -281.6
64	 -65.691	 -253
65	 -65.691	 -213
66	 -65.691	 -250.4
67	 -65.691	 -207.8
68	 -65.691	 -212
69	 -65.691	 -231.2
70	 -65.691	 -255.8
71	 -65.691	 -284.8
72	 -65.691	 -239.6
73	 -65.691	 -286.4
74	 -65.691	 -255.4
75	 -65.691	 -263.4
76	 -65.691	 -221.6
77	 -65.691	 -233
78	 -65.691	 -217
79	 -65.691	 -235.6
80	 -65.691	 -282.4
81	 -65.691	 -175.4
82	 -65.691	 -174.8
83	 -65.691	 -278.4
84	 -65.691	 -252.8
85	 -65.691	 -195.2
86	 -65.691	 -321
87	 -65.691	 -231.4
88	 -65.691	 -281.6
89	 -65.691	 -220.8
90	 -65.691	 -360.6
91	 -65.691	 -147.4
92	 -65.691	 -298.2
93	 -65.691	 -276.8
94	 -65.691	 -270
95	 -65.691	 -272.4
96	 -65.691	 -328
97	 -65.691	 -210.6
98	 -65.691	 -239.4
99	 -65.691	 -220.8
100	 -65.691	 -227
101	 -65.0146	 -143
102	 -65.0146	 -298
103	 -65.0146	 -316.6
104	 -64.8117	 -115.6
105	 -64.8117	 -246.8
106	 -64.8117	 -283.8
107	 -64.8117	 -143.8
108	 -64.8117	 -218.2
109	 -64.8117	 -178.4
110	 -64.8117	 -205.2
111	 -64.8117	 -225
112	 -62.6494	 -287.4
113	 -62.6494	 -247.6
114	 -62.6494	 -241.2
115	 -62.6494	 -212.4
116	 -62.6494	 -230.8
117	 -62.6494	 -162.8
118	 -60.5195	 -181
119	 -60.5195	 -209.6
120	 -60.5195	 -174.6
121	 -60.5195	 -223
122	 -60.5195	 -278.6
123	 -60.5195	 -182.4
124	 -60.5195	 -214.8
125	 -60.5195	 -226.2
126	 -60.5195	 -169.6
127	 -54.6156	 -218.8
128	 -54.6156	 -217.2
129	 -54.6156	 -187.2
130	 -54.6156	 -239.2
131	 -54.6156	 -331
132	 -54.6156	 -239.6
133	 -54.6156	 -299.6
134	 -54.6156	 -272.6
135	 -54.6156	 -137.4
136	 -54.6156	 -233.8
137	 -54.6156	 -217.4
138	 -54.6156	 -158.2
139	 -54.6156	 -265.2
140	 -54.6156	 -202.6
141	 -54.6156	 -195.8
142	 -54.6156	 -333.2
143	 -54.6156	 -189.8
144	 -54.6156	 -252
145	 -54.6156	 -301.4
146	 -54.6156	 -273.2
147	 -54.6156	 -254.4
148	 -54.6156	 -188.8
149	 -54.6156	 -260.2
150	 -54.6156	 -183.2
151	 -54.6156	 -311.6
152	 -54.6156	 -295
153	 -54.6156	 -204.2
154	 -54.6156	 -147.2
155	 -54.6156	 -147.6
156	 -52.2925	 -193.8
157	 -52.2925	 -288.6
158	 -52.2925	 -226.6
159	 -52.2925	 -195.6
160	 -52.2925	 -186.2
161	 -52.2925	 -270.2
162	 -52.2925	 -202.6
163	 -52.2925	 -223.4
164	 -52.034	 -160.2
165	 -52.034	 -258.6
166	 -52.034	 -320
167	 -52.034	 -253.8
168	 -52.034	 -218.6
169	 -47.4272	 -212.4
170	 -47.4272	 -263
171	 -47.4272	 -209.2
172	 -47.4272	 -293.8
173	 -47.4272	 -288
174	 -47.4272	 -236.8
175	 -47.4272	 -226.8
176	 -47.4272	 -249.8
177	 -47.4272	 -191.2
178	 -47.4272	 -269.8
179	 -47.4272	 -206.8
180	 -47.4272	 -253.8
181	 -47.4272	 -284
182	 -47.4272	 -261
183	 -47.4272	 -230.2
184	 -47.4272	 -280.4
185	 -47.4272	 -217.6
186	 -47.4272	 -246.6
187	 -47.4272	 -270
188	 -47.4272	 -180.8
189	 -47.4272	 -238.4
190	 -47.4272	 -250.6
191	 -47.4272	 -179
192	 -47.4272	 -252
193	 -47.4272	 -221
194	 -47.4272	 -239.6
195	 -47.4272	 -271
196	 -47.4272	 -221.4
197	 -47.4272	 -255
198	 -47.4272	 -181.4
199	 -47.4272	 -192.6
200	 -47.4272	 -172
201	 -47.4272	 -224.2
202	 -47.4272	 -218.2
203	 -47.4272	 -272.8
204	 -47.4272	 -237.4
205	 -47.4272	 -283.4
206	 -47.4272	 -241.4
207	 -47.4272	 -213.6
208	 -47.4272	 -265
209	 -47.4272	 -205.4
210	 -47.4272	 -264.8
211	 -47.4272	 -218.8
212	 -47.4272	 -273.6
213	 -47.4272	 -232.2
214	 -47.4272	 -180.4
215	 -47.4272	 -280.8
216	 -47.4272	 -282.8
217	 -47.4272	 -236.6
218	 -47.4272	 -204.4
219	 -47.4272	 -210.6
220	 -47.4272	 -298
221	 -47.4272	 -245
222	 -47.4272	 -228.2
223	 -47.4272	 -203
224	 -47.4272	 -195.2
225	 -47.4272	 -252.6
226	 -47.4272	 -281.8
227	 -47.4272	 -289.2
228	 -47.4272	 -205.8
229	 -47.4272	 -294.2
230	 -47.4272	 -219.6
231	 -47.4272	 -168.4
232	 -47.4272	 -234
233	 -47.4272	 -234.2
234	 -47.4272	 -288
235	 -47.4272	 -219
236	 -47.4272	 -222.4
237	 -47.4272	 -252.8
238	 -47.4272	 -210.8
239	 -47.4272	 -209.6
240	 -47.4272	 -186.4
241	 -47.4272	 -340.2
242	 -47.4272	 -216.4
243	 -47.4272	 -313.2
244	 -47.4272	 -243.4
245	 -47.4272	 -298.6
246	 -47.4272	 -226.8
247	 -47.4272	 -215.8
248	 -47.4272	 -302.6
249	 -47.4272	 -240.4
250	 -47.4272	 -247
251	 -47.4272	 -225.2
252	 -47.4272	 -181.4
253	 -47.4272	 -214.8
254	 -47.4272	 -280.2
255	 -47.4272	 -225.6
256	 -47.4272	 -203.2
257	 -47.4272	 -252.4
258	 -47.4272	 -187.8
259	 -47.4272	 -247.6
260	 -47.4272	 -189.4
261	 -47.4272	 -316.8
262	 -47.4272	 -250.8
263	 -47.4272	 -208.2
264	 -47.4272	 -247.4
265	 -47.4272	 -277.8
266	 -47.4272	 -230
267	 -47.4272	 -152.4
268	 -47.4272	 -237.2
269	 -47.4272	 -209.2
270	 -47.4272	 -270.8
271	 -47.4272	 -208
272	 -47.4272	 -216
273	 -47.4272	 -233
274	 -47.4272	 -272.4
275	 -47.4272	 -207
276	 -47.4272	 -190
