../jeu_200_25_8.txt_3_best	../jeu_200_25_8.txt_3_current	
0	 18677.2	 18677.2
1	 18677.2	 -91
2	 18677.2	 -157.4
3	 18677.2	 -73
4	 29137.9	 17896
5	 31452.3	 8005.6
6	 31452.3	 -116
7	 31452.3	 -89.4
8	 34374.5	 9021.4
9	 38633.7	 17953.6
10	 42794.1	 27267
11	 42794.1	 -128.6
12	 44037.1	 9686.4
13	 45066.8	 9694.8
14	 45402.1	 9258.6
15	 45402.1	 17365
16	 45402.1	 -182.4
17	 45402.1	 26536.8
18	 45402.1	 -165.8
19	 45402.1	 17238
20	 45640.5	 9191.8
21	 45640.5	 16919.6
22	 45640.5	 -119.8
23	 45640.5	 8670.8
24	 46028.8	 9428.8
25	 46028.8	 8451.8
26	 47355.7	 28164.4
27	 47355.7	 8071.4
28	 47355.7	 9034.6
29	 47355.7	 8413.8
30	 47355.7	 17961.8
31	 48094.1	 18229.8
32	 48094.1	 -128
33	 48094.1	 9237.4
34	 48094.1	 16612.2
35	 48094.1	 -151
36	 48094.1	 8777.4
37	 48094.1	 8472.2
38	 48094.1	 9242.6
39	 48471.1	 9824
40	 48471.1	 8067
41	 48471.1	 -159
42	 48471.1	 9433.8
43	 48471.1	 8878.4
44	 48471.1	 -173.6
45	 48471.1	 -120.2
46	 48471.1	 -88.4
47	 48471.1	 7942
48	 48766.1	 9941.2
49	 48766.1	 16408.6
50	 48793.1	 27099.2
51	 49223.1	 10063
52	 49569.2	 10056.2
53	 49703.6	 9985.2
54	 49703.6	 -181.8
55	 49703.6	 26343.8
56	 49703.6	 18599.2
57	 49703.6	 16764
58	 49839.3	 26217.6
59	 49839.3	 25849.4
60	 49839.3	 36085.8
61	 49839.3	 18140.4
62	 49839.3	 9105
63	 49839.3	 18282.6
64	 49839.3	 17706.8
65	 49839.3	 8841.6
66	 49839.3	 -85
67	 49839.3	 7384.4
68	 49839.3	 -127
69	 49839.3	 9642.2
70	 49839.3	 -117
71	 49839.3	 8528.8
72	 49839.3	 -121.6
73	 49839.3	 9002.8
74	 49839.3	 -105.8
75	 49839.3	 19346
76	 49839.3	 -131.4
77	 50824	 10809.6
78	 50824	 9383.4
79	 50824	 17036.8
80	 50824	 18086.4
81	 50824	 -109.4
82	 50824	 27154.8
83	 50824	 9147.6
84	 50824	 8352.6
85	 50824	 35244.2
86	 50824	 -119.4
87	 50824	 9122.2
88	 50824	 8558.4
89	 50824	 8509
90	 50824	 -189.6
91	 50824	 -107.4
92	 50824	 16504
93	 50824	 17455.6
94	 50824	 9066
95	 50824	 16669
96	 50824	 7674.6
97	 50824	 8806.8
98	 50824	 28300
99	 50824	 27006.4
100	 50824	 9243.4
101	 50824	 16843.4
102	 50824	 16564
103	 50824	 9324.6
104	 50824	 17536
105	 50824	 7488.8
106	 50824	 -134.6
107	 50824	 17455.2
108	 50824	 9590.4
109	 50824	 -117
110	 50824	 18323.8
111	 50824	 8844.6
112	 50824	 8554.6
113	 50824	 -97.4
114	 50824	 7771
115	 50824	 -101.4
116	 50824	 9450.2
117	 50824	 8111.2
118	 50824	 26493.2
119	 50824	 9164
120	 50824	 -185.8
121	 50824	 24833.8
122	 50824	 8739
123	 50824	 8414
124	 50824	 9178
125	 50824	 8960.2
126	 50824	 8861.2
127	 50824	 -107
128	 50824	 18132.6
129	 50824	 -128.8
130	 50824	 18386.8
131	 50824	 18797
