../jeu_100_75_2.txt_5_best	../jeu_100_75_2.txt_5_current	
0	 -202.2	 -202.2
1	 -133.4	 -133.4
2	 -105.36	 -141.4
3	 -105.36	 -187
4	 -102.616	 -132.4
5	 -100.293	 -201.2
6	 -100.293	 -199.6
7	 -98.6342	 -182.8
8	 -88.1074	 -117.4
9	 -88.1074	 -241
10	 -88.1074	 -212
11	 -87.8859	 -154.6
12	 -78.7087	 -184.6
13	 -78.7087	 -212
14	 -72.967	 -164
15	 -72.967	 -164.8
16	 -72.967	 -120.8
17	 -64.5736	 -156.4
18	 -64.5736	 -218.2
19	 -64.5736	 -175.4
20	 -57.4589	 -115
21	 -57.4589	 -125.6
22	 -57.4589	 -165.2
23	 -57.4589	 -154.8
24	 -57.1671	 -152.8
25	 -57.1671	 -167.6
26	 -49.1337	 -130.2
27	 -49.1337	 -112.8
28	 -49.1337	 -139.2
29	 -49.1337	 -126.6
30	 -49.1337	 -154.2
31	 -49.1337	 -175.4
32	 -49.1337	 -117.2
33	 -49.1337	 -186.4
34	 -49.1337	 -163
35	 -49.1337	 -173.6
36	 -49.1337	 -160.8
37	 -49.1337	 -116.4
38	 -49.1337	 -211
39	 -49.1337	 -167
40	 -49.1337	 -150.6
41	 -49.1337	 -158.6
42	 -47.3069	 -146.6
43	 -47.3069	 -153.4
44	 -47.3069	 -202.8
45	 -47.3069	 -151
46	 -47.3069	 -217
47	 -47.3069	 -226.2
48	 -47.3069	 -107.6
49	 -47.3069	 -172.6
50	 -47.3069	 -143.4
51	 -47.3069	 -188.2
52	 -47.3069	 -130
53	 -47.3069	 -117.6
54	 -47.3069	 -150
55	 -43.8456	 -186
56	 -43.8456	 -183.2
57	 -43.8456	 -118.8
58	 -43.8456	 -173.4
59	 -43.8456	 -169.8
60	 -43.8456	 -182.6
61	 -43.8456	 -211.6
62	 -43.8456	 -210.4
63	 -43.8456	 -202.4
64	 -43.8456	 -135.4
65	 -43.8456	 -149.6
66	 -43.8456	 -160.2
67	 -43.8456	 -160.4
68	 -43.8456	 -183.6
69	 -43.8456	 -114.4
70	 -43.8456	 -217.2
71	 -43.8456	 -151
72	 -43.8456	 -142.8
73	 -43.8456	 -196.6
74	 -43.6764	 -194
75	 -43.6764	 -188.6
76	 -43.6764	 -188.4
77	 -43.6764	 -152.6
78	 -43.6764	 -137.8
79	 -43.6764	 -133.2
80	 4843.06	 4759.8
81	 4843.06	 -164
82	 4843.06	 -123.2
83	 4843.06	 -184
84	 4843.06	 -199.6
85	 4843.06	 -163.8
86	 4843.06	 -98.6
87	 4843.06	 -154
88	 4843.06	 -225.8
89	 4843.06	 -157.6
90	 4843.06	 -126.6
91	 4843.06	 -164.2
92	 4843.06	 -175.2
93	 4843.06	 -194
94	 4843.06	 -151.4
95	 4843.06	 -107.6
96	 4843.06	 -107.6
97	 4843.06	 -139.6
98	 4843.06	 -124.2
99	 4843.06	 -236
100	 4843.06	 -126.4
101	 4843.06	 -167.8
102	 4843.06	 -189.8
103	 4843.06	 -174.8
104	 4843.06	 -170.8
105	 4843.06	 -112
106	 4843.06	 -150.6
107	 4843.06	 -123
108	 4843.06	 -110.2
109	 4843.06	 -171.8
110	 4843.06	 -186.6
111	 4843.06	 -185.4
112	 4843.06	 -222.4
113	 4843.06	 -135.8
114	 4843.06	 -200.8
115	 4843.06	 -160.8
116	 4843.06	 -160.2
117	 4843.06	 -212.6
118	 4843.06	 -154
119	 4843.06	 -156.8
120	 4843.06	 -154.8
121	 4843.06	 -141.6
122	 4843.06	 -189.6
123	 4843.06	 -131.6
124	 4843.06	 -200.6
125	 4843.06	 -113
126	 4843.06	 -191.4
127	 4843.06	 -219.4
128	 4843.06	 -153
129	 4843.06	 -183
130	 4843.06	 -184.2
131	 4843.06	 -123.6
132	 4843.06	 -160.6
133	 4843.06	 -174.4
134	 4843.06	 -165.6
135	 4843.06	 -114
136	 4843.06	 -200.2
137	 4843.06	 -153.8
138	 4843.06	 -176.4
139	 4843.06	 -216.4
140	 4843.06	 -168.4
141	 4843.06	 -124.6
142	 4843.06	 -232
143	 4843.06	 -142.6
144	 4843.06	 -167.2
145	 4843.06	 -153.6
146	 4843.06	 -232.8
147	 4843.06	 -126
148	 4843.06	 -199.8
149	 4843.06	 -186.4
150	 4843.06	 -121
151	 4843.06	 -166.8
152	 4843.06	 -157.6
153	 4843.06	 -151.4
154	 4843.06	 -208.2
155	 4843.06	 -162.8
156	 4843.06	 -142.2
157	 4843.06	 -172.2
158	 4843.06	 -158
159	 4843.06	 -151
160	 4843.06	 -189.2
161	 4843.06	 -175.4
162	 4843.06	 -135.2
163	 4843.06	 -183.8
164	 4843.06	 -190.4
165	 4843.06	 -115.2
166	 4843.06	 -231.6
167	 4843.06	 -159.2
168	 4843.06	 -201
169	 4843.06	 -177
170	 4843.06	 -119.8
171	 4843.06	 -164
172	 4843.06	 -144
173	 4843.06	 -262.2
174	 4843.06	 -131.6
175	 4843.06	 -114.2
176	 4843.06	 -171.8
177	 4843.06	 -173
178	 4843.06	 -163.2
179	 4843.06	 -146.4
180	 4843.06	 -192.6
181	 4843.06	 -229.4
182	 4843.06	 -121.4
