../jeu_200_75_5.txt_3_best	../jeu_200_75_5.txt_3_current	
0	 27235.2	 27235.2
1	 27235.2	 -105
2	 53724	 31782.4
3	 72393.2	 29361
4	 101464	 57972.8
5	 101464	 -152.6
6	 116017	 55028
7	 123004	 30107
8	 130537	 32064
9	 135150	 56763.8
10	 135150	 -164.8
11	 137834	 56615.6
12	 139688	 56881.6
13	 141300	 29376.6
14	 146970	 62121.2
15	 146970	 -131.8
16	 146970	 -154.2
17	 146970	 27255.2
18	 146970	 28197.6
19	 147127	 83988.8
20	 147257	 29496
21	 147257	 50464.8
22	 147257	 26872
23	 147257	 28205
24	 149155	 60736.4
25	 149155	 -97.8
26	 149155	 26897.2
27	 149155	 54910.4
28	 149155	 -155.4
29	 149155	 56159
30	 149155	 27659.4
31	 150163	 54399
32	 150163	 -81.8
33	 150163	 56039.6
34	 150163	 -106
35	 150163	 -183.6
36	 150163	 29213
37	 150163	 80805.2
38	 150501	 89202.4
39	 150501	 -168
40	 150501	 -115.6
41	 150501	 -174.8
42	 150501	 -164
43	 150858	 84283.6
44	 150858	 -118.2
45	 150858	 27487.6
46	 150858	 -83.6
47	 151107	 81003.2
48	 151831	 30861.2
49	 151831	 51420.2
50	 151831	 27927.4
51	 151831	 27067.4
52	 151831	 -172
53	 151831	 29084
54	 151831	 25873.2
55	 151831	 83494.4
56	 151831	 30079.6
57	 151831	 52202.2
58	 151831	 50666
59	 151831	 108436
60	 151831	 27298.6
61	 151831	 28185
62	 151831	 -213
63	 151831	 28673.2
64	 151831	 28232.2
65	 151831	 -138.6
66	 151831	 26906.6
67	 151831	 53475.4
68	 151831	 28880.8
69	 151831	 28876.2
70	 151831	 -133.6
71	 151831	 -228.4
72	 152341	 60293.8
73	 152341	 28160.6
74	 152341	 -180.4
75	 152341	 28634
76	 152341	 -59.4
77	 152341	 28009.6
78	 152341	 -90.4
79	 152341	 54999.6
80	 152341	 26513.8
81	 152341	 -108.2
82	 152341	 26135.4
83	 152341	 -245.6
84	 152341	 25084.4
85	 152341	 81219.2
86	 152341	 -171
87	 152341	 56869
88	 152341	 -181
89	 152341	 27734.4
90	 152341	 -223.6
91	 152341	 27130.8
92	 152341	 53159
93	 152341	 26531.4
94	 152341	 55698.8
95	 152341	 54483.4
96	 152341	 24205.4
97	 152376	 57145.6
98	 152376	 28530.6
99	 152376	 27661.8
100	 152376	 27253.8
101	 152376	 24214.4
102	 152483	 82960.4
103	 152483	 26596
104	 152483	 82031.8
105	 152483	 24112.6
106	 152483	 -121.6
107	 152483	 24340.6
108	 152483	 82950
109	 152483	 24745.8
110	 152483	 -158
111	 152483	 -174.8
112	 152483	 26459.2
113	 152483	 83895.4
114	 152483	 23196.6
115	 152483	 -123.8
116	 152483	 53786.2
117	 152483	 55405.4
118	 152483	 80273
119	 152483	 -153.2
120	 152483	 -104.2
121	 152483	 53287
122	 152483	 -95.8
