../jeu_200_25_8.txt_5_best	../jeu_200_25_8.txt_5_current	
0	 -334.8	 -334.8
1	 -185.4	 -185.4
2	 -178.36	 -233.8
3	 -178.36	 -283.2
4	 -162.016	 -206.6
5	 -148.013	 -197.6
6	 -148.013	 -301.2
7	 -135.81	 -257.6
8	 -130.448	 -222.6
9	 -130.448	 -252
10	 -114.159	 -202.4
11	 -114.159	 -244
12	 -114.159	 -225
13	 -107.127	 -211.8
14	 -107.127	 -216.2
15	 -107.127	 -276.8
16	 -107.127	 -201
17	 -104.101	 -181
18	 -104.101	 -218
19	 -104.101	 -308.6
20	 -104.101	 -212.6
21	 -104.101	 -231.6
22	 -104.101	 -192
23	 -104.101	 -330
24	 -86.6609	 -165.8
25	 -86.6609	 -229.8
26	 -86.6609	 -230
27	 -86.6609	 -236.2
28	 -86.6609	 -249.6
29	 -86.6609	 -276.6
30	 -86.6609	 -203.6
31	 -86.6609	 -237.8
32	 -86.6609	 -206.2
33	 -86.6609	 -260.6
34	 -86.6609	 -217.4
35	 -86.6609	 -246.8
36	 -86.6609	 -238.6
37	 -86.6609	 -290
38	 -86.6609	 -233.2
39	 -86.6609	 -151.4
40	 -86.6609	 -177.6
41	 -86.5287	 -241.2
42	 -86.5287	 -285.4
43	 -86.5287	 -220.2
44	 -86.5287	 -282.8
45	 -86.5287	 -172
46	 -86.5287	 -254.8
47	 -84.223	 -189.2
48	 -84.223	 -250
49	 -84.223	 -261.2
50	 -81.1784	 -248.6
51	 -81.1784	 -227
52	 -81.1784	 -254
53	 -81.1784	 -210.6
54	 -81.1784	 -186.8
55	 -81.1784	 -210
56	 -81.1784	 -266
57	 -81.1784	 -209.6
58	 -81.1784	 -322
59	 -81.1784	 -216.2
60	 -81.1784	 -251.2
61	 -81.1784	 -168.8
62	 -81.1784	 -161.8
63	 -81.1784	 -308.8
64	 -81.1784	 -256.4
65	 -81.1784	 -267.4
66	 -81.1784	 -233
67	 -81.1784	 -205.4
68	 -81.1784	 -273.4
69	 -81.1784	 -236.6
70	 -69.1427	 -222
71	 -69.1427	 -246
72	 -69.1427	 -193
73	 -69.1427	 -260.8
74	 -69.1427	 -258
75	 -69.1427	 -239
76	 -69.1427	 -243.8
77	 -69.1427	 -270.8
78	 -69.1427	 -226.4
79	 -69.1427	 -275
80	 -69.1427	 -315.2
81	 -69.1427	 -223
82	 6259.09	 6205.6
83	 6259.09	 -247.2
84	 6259.09	 -224
85	 6259.09	 -198
86	 6259.09	 -293.2
87	 6259.09	 -219
88	 6259.09	 -268
89	 6259.09	 -188.2
90	 6259.09	 -292.8
91	 6259.09	 -168.2
92	 6259.09	 -234.2
93	 6259.09	 -249.2
94	 6259.09	 -183.2
95	 6259.09	 -215
96	 6259.09	 -359.2
97	 6259.09	 -243
98	 6259.09	 -217.6
99	 6259.09	 -224.4
100	 6259.09	 -185.6
101	 6259.09	 -174.4
102	 6259.09	 -251.6
103	 6259.09	 -297.8
104	 6259.09	 -184.8
105	 6259.09	 -212.8
106	 6259.09	 -294
107	 6259.09	 -157.6
108	 6259.09	 -239.4
109	 6259.09	 -212.2
110	 6259.09	 -212.2
111	 6259.09	 -277.4
112	 6259.09	 -284.8
113	 6259.09	 -230.2
114	 6259.09	 -190.6
115	 6259.09	 -176.6
116	 6259.09	 -265.4
117	 6259.09	 -174
118	 6259.09	 -197.8
119	 6259.09	 -189.4
120	 6259.09	 -179.2
121	 6259.09	 -282.4
122	 6259.09	 -238.8
123	 6259.09	 -163.4
124	 6259.09	 -198.2
125	 6259.09	 -199.2
126	 6259.09	 -167.6
127	 6259.09	 -302.2
128	 6259.09	 -216.8
129	 6259.09	 -226
130	 6259.09	 -215
131	 6259.09	 -271.6
132	 6259.09	 -190.8
133	 6259.09	 -255.8
134	 6259.09	 -286.6
135	 6259.09	 -155.6
136	 6259.09	 -228.8
137	 6259.09	 -312
138	 6259.09	 -152.4
139	 6259.09	 -318
140	 6259.09	 -216.4
141	 6259.09	 -267.4
142	 6259.09	 -283.8
143	 6259.09	 -222.6
144	 6259.09	 -194.6
145	 6259.09	 -217
146	 6259.09	 -268.2
147	 6259.09	 -232.8
148	 6259.09	 -168.6
149	 6259.09	 -282.6
150	 6259.09	 -206.8
151	 6259.09	 -246.4
152	 6259.09	 -246.4
153	 6259.09	 -286.2
154	 6259.09	 -154.8
155	 6259.09	 -186.8
156	 6259.09	 -214.4
157	 6259.09	 -315.8
158	 6259.09	 -212.6
159	 6259.09	 -281.4
160	 6259.09	 -231.6
161	 6259.09	 -210.4
162	 6259.09	 -256.8
163	 6259.09	 -249.6
164	 6259.09	 -191.8
165	 6259.09	 -217.4
166	 6259.09	 -287.2
167	 6259.09	 -263.6
168	 6259.09	 -246.2
169	 6259.09	 -206.4
170	 6259.09	 -230.8
171	 6259.09	 -234.2
172	 6259.09	 -268.6
173	 6259.09	 -241
174	 6259.09	 -194
175	 6259.09	 -239.8
176	 6259.09	 -252.6
177	 6259.09	 -194.6
178	 6259.09	 -206.4
179	 6259.09	 -183.2
180	 6259.09	 -222.2
181	 6259.09	 -280.6
182	 6259.09	 -213.2
183	 6259.09	 -286.8
184	 6259.09	 -304.4
185	 6259.09	 -149.4
186	 6259.09	 -251.2
187	 6259.09	 -261.8
188	 6259.09	 -227.8
189	 6259.09	 -273.2
190	 6259.09	 -264
191	 6259.09	 -187
192	 6259.09	 -170
193	 6259.09	 -198.8
194	 6259.09	 -259.6
195	 6259.09	 -295.4
196	 6259.09	 -233.2
197	 6259.09	 -252
198	 6259.09	 -254.6
199	 6259.09	 -193.4
200	 6259.09	 -254.4
201	 6259.09	 -196.4
202	 6259.09	 -221.6
203	 6259.09	 -223
204	 6259.09	 -241
205	 6259.09	 -261.6
206	 6259.09	 -218.4
207	 6259.09	 -201
208	 6259.09	 -318.6
209	 6259.09	 -212.8
210	 6259.09	 -173.2
211	 6259.09	 -186.4
212	 6259.09	 -256.4
213	 6259.09	 -188
214	 6259.09	 -242
215	 6259.09	 -217
216	 6259.09	 -264.4
217	 6259.09	 -232.2
218	 6259.09	 -180.8
219	 6259.09	 -264.2
220	 6259.09	 -349
221	 6259.09	 -249.4
222	 6259.09	 -256
223	 6259.09	 -189.6
224	 6259.09	 -201.2
225	 6259.09	 -260.6
226	 6259.09	 -252.6
227	 6259.09	 -252
228	 6259.09	 -210.6
229	 6259.09	 -270
230	 6259.09	 -222.6
231	 6259.09	 -216.4
232	 6259.09	 -210.8
233	 6259.09	 -311.4
234	 6259.09	 -265.8
235	 6259.09	 -221
236	 6259.09	 -126.2
237	 6259.09	 -288.4
238	 6259.09	 -244.4
239	 6259.09	 -211
240	 6259.09	 -225.8
241	 6259.09	 -201.6
242	 6259.09	 -182
243	 6259.09	 -310.8
244	 6259.09	 -260.8
245	 6259.09	 -303
246	 6259.09	 -205.8
247	 6259.09	 -167.8
248	 6259.09	 -228.2
249	 6259.09	 -223.4
250	 6259.09	 -286.6
251	 6259.09	 -241
252	 6259.09	 -221.6
253	 6259.09	 -287.2
254	 6259.09	 -222.6
255	 6259.09	 -143.6
256	 6259.09	 -207.8
257	 6259.09	 -234
258	 6259.09	 -222.4
259	 6259.09	 -252.4
260	 6259.09	 -227.8
261	 6259.09	 -295.4
262	 6259.09	 -199.8
263	 6259.09	 -148.8
264	 6259.09	 -237
265	 6259.09	 -269.2
266	 6259.09	 -165.4
267	 6259.09	 -193
268	 6259.09	 -216.4
269	 6259.09	 -186.2
270	 6259.09	 -220.4
271	 6259.09	 -276.8
272	 6259.09	 -326.4
273	 6259.09	 -226.6
274	 6259.09	 -242
275	 6259.09	 -213.6
276	 6259.09	 -216.4
277	 6259.09	 -204.2
278	 6259.09	 -301.4
279	 6259.09	 -325.2
280	 6259.09	 -268.6
281	 6259.09	 -312.6
282	 6259.09	 -275
283	 6259.09	 -267.6
284	 6259.09	 -191.2
285	 6259.09	 -232.8
286	 6259.09	 -291.2
287	 6259.09	 -212
288	 6259.09	 -282.4
289	 6259.09	 -302.4
290	 6259.09	 -244.6
291	 6259.09	 -218.6
292	 6259.09	 -245.4
293	 6259.09	 -207.2
294	 6259.09	 -229
295	 6259.09	 -244.8
296	 6259.09	 -229.2
297	 6259.09	 -241.6
298	 6259.09	 -299.8
299	 6259.09	 -192.6
300	 6259.09	 -199.4
301	 6259.09	 -195.6
302	 6259.09	 -233
303	 6259.09	 -201
304	 6259.09	 -154.2
305	 6259.09	 -234
306	 6259.09	 -246.4
307	 6259.09	 -265.4
308	 6259.09	 -212.6
309	 6259.09	 -268
310	 6259.09	 -242.6
311	 6259.09	 -280.8
312	 6259.09	 -180.2
313	 6259.09	 -255.4
314	 6259.09	 -225
315	 6259.09	 -232.2
