../jeu_100_75_2.txt_3_best	../jeu_100_75_2.txt_3_current	
0	 6319.6	 6319.6
1	 11168.5	 6015
2	 16905.2	 7860.4
3	 20669.9	 7062.2
4	 20669.9	 -138.6
5	 23242.2	 6605.2
6	 23242.2	 -108.8
7	 25276.9	 6610.6
8	 29001.2	 13776.6
9	 29001.2	 -120.2
10	 29001.2	 -150.2
11	 29024.3	 5734.6
12	 29024.3	 -100.2
13	 29024.3	 -102
14	 29076.1	 5712.2
15	 29076.1	 -89.4
16	 29076.1	 -85.8
17	 29076.1	 -124.2
18	 29076.1	 -101.4
19	 29076.1	 -81.8
20	 29076.1	 -67.4
21	 29749.4	 6382
22	 31206.6	 7254.6
23	 31206.6	 -106.8
24	 32103.6	 6995.6
25	 34350.8	 15028.8
26	 34350.8	 -182.6
27	 34487.2	 6899.4
28	 34487.2	 12803.4
29	 34526	 6842.2
30	 34730	 13457.2
31	 34801	 6902.2
32	 35609.2	 14656.2
33	 35609.2	 6664.8
34	 35609.2	 -76.4
35	 35626.2	 14097.6
36	 35628.3	 7070.4
37	 36275.3	 7705.6
38	 36275.3	 -89.4
39	 36275.3	 12503.2
40	 36275.3	 6707.4
41	 36275.3	 7206
42	 36275.3	 -103
43	 36275.3	 6038.8
44	 36275.3	 6641
45	 36275.3	 6770.8
46	 36275.3	 -110.2
47	 36275.3	 6749.8
48	 36275.3	 -64.8
49	 36275.3	 -100.6
50	 36275.3	 -104.6
51	 37133.2	 15304.8
52	 37133.2	 -77
53	 37133.2	 -46.8
54	 37133.2	 6494.6
55	 37133.2	 -177.4
56	 37133.2	 -97.6
57	 37133.2	 -196
58	 37133.2	 -73.4
59	 37133.2	 7209
60	 37133.2	 7147.4
61	 37133.2	 -78.2
62	 37133.2	 -162.8
63	 37133.2	 -155
64	 37133.2	 -48.2
65	 37133.2	 -163.4
66	 37505.3	 14958.2
67	 37505.3	 6373.6
68	 37505.3	 13393.4
69	 37505.3	 5251.6
70	 37505.3	 -146.6
71	 37505.3	 -72.4
72	 37505.3	 -89.4
73	 37505.3	 -53.2
74	 37790.1	 7730.8
75	 37790.1	 6147.2
76	 37790.1	 -97.2
77	 37790.1	 -93.4
78	 37790.1	 -119.2
79	 37790.1	 -119.8
80	 37790.1	 5448
81	 37790.1	 -162
82	 37790.1	 6034.4
83	 37790.1	 -148.4
84	 37790.1	 -91.8
85	 37790.1	 -88.6
86	 37790.1	 7317.8
87	 37790.1	 5162
88	 37790.1	 -74.6
89	 37790.1	 -65
90	 37790.1	 -73.6
91	 37790.1	 -126.2
92	 37790.1	 14115
93	 37790.1	 7046.2
94	 37790.1	 13734.8
95	 38355.2	 14714.6
96	 38355.2	 -83.2
97	 38355.2	 7300.4
98	 38355.2	 7255.4
99	 38355.2	 6361.8
100	 38355.2	 -87.6
101	 38355.2	 12157
102	 39193.2	 8396.2
103	 39396.8	 14513.6
104	 39396.8	 7201.6
105	 39396.8	 6765.6
106	 39396.8	 6701.4
107	 39396.8	 -112.8
108	 39396.8	 14479.2
109	 39396.8	 6156
110	 39396.8	 -114.6
111	 39396.8	 -102.6
112	 39396.8	 -67.2
113	 39396.8	 -76.8
114	 39396.8	 13896.4
115	 39396.8	 12192.2
116	 39415.6	 14003.8
117	 39415.6	 4929.2
118	 39415.6	 6532
119	 39415.6	 12435.8
120	 39415.6	 -63
121	 39415.6	 6496.2
122	 39415.6	 -131.8
123	 39415.6	 6780.8
124	 39415.6	 14537.4
125	 39415.6	 7111.8
126	 39415.6	 -89.4
127	 39415.6	 -121.6
128	 39415.6	 6531.2
129	 39415.6	 12683.6
130	 39415.6	 -125.8
131	 39415.6	 7063.6
132	 39415.6	 6716.8
133	 39415.6	 13176.6
134	 39415.6	 -146.8
135	 39415.6	 5853.8
136	 39415.6	 -115.8
137	 39415.6	 6291.2
138	 39415.6	 13470.4
139	 39415.6	 -160.4
140	 39415.6	 6783.2
141	 39415.6	 -95.6
142	 39415.6	 7287.8
143	 39415.6	 18803.8
144	 39415.6	 13801.6
145	 39415.6	 -124
146	 39415.6	 -90.4
147	 39415.6	 -108.8
148	 39415.6	 -132.4
149	 39415.6	 -56.2
150	 39415.6	 14183
151	 39415.6	 6769.6
152	 39415.6	 -98.4
153	 39415.6	 -97.4
154	 39415.6	 -121.6
155	 39415.6	 -188.4
156	 39415.6	 7319.8
157	 39415.6	 13535
158	 39415.6	 14495.8
159	 39415.6	 6480
160	 39415.6	 6173.8
161	 39415.6	 -74
162	 39415.6	 -113.2
163	 39415.6	 -113.2
164	 39415.6	 12768
165	 39436.9	 22439.6
166	 39436.9	 -135
167	 39436.9	 7135.8
168	 39436.9	 -84
169	 39436.9	 6031.6
170	 39436.9	 -96.2
171	 39436.9	 6214.4
172	 39588.7	 7965.8
173	 39650.4	 7854
174	 39650.4	 -118.4
175	 39650.4	 -102.6
176	 39650.4	 -94.6
177	 39650.4	 6835.2
178	 39650.4	 5658.6
179	 39650.4	 7331.2
180	 39650.4	 -166.6
181	 39650.4	 -184.4
182	 39650.4	 7749.6
183	 39650.4	 -78.6
184	 39650.4	 5624.4
185	 39650.4	 13426.6
186	 39650.4	 14360.8
187	 39650.4	 6752.8
188	 39650.4	 -127.4
189	 39650.4	 -160.4
190	 39650.4	 7441.2
191	 39650.4	 7105.8
192	 39650.4	 -141.8
193	 39650.4	 17553
194	 39650.4	 6891.8
195	 39650.4	 7523.4
196	 39650.4	 -95
197	 39650.4	 -64.6
198	 39650.4	 6804.8
199	 39650.4	 13990.4
200	 39650.4	 6233.4
201	 39650.4	 12345.8
202	 39650.4	 -55.6
203	 39650.4	 5605.2
204	 39650.4	 -55.6
205	 39650.4	 14836.6
206	 39650.4	 6715.8
207	 39650.4	 -95.8
208	 39650.4	 -102.4
209	 39657.1	 20574.6
210	 39657.1	 -128.8
211	 39657.1	 -145.2
212	 39657.1	 -136
213	 39657.1	 -96.8
214	 39657.1	 -76
215	 39657.1	 20647.2
216	 39657.1	 -87.2
217	 39657.1	 -95
218	 39657.1	 12719
219	 39657.1	 6248
